100				
0.052	0.236	0	0	0
0.279	0.343	0	0	0
0.651	0.473	0	0	0
0.038	0.496	0	0	0
0.938	0.227	0	0	0
0.440	0.685	0	0	0
0.412	0.231	0	0	0
0.959	0.778	0	0	0
0.459	0.773	0	0	0
0.086	0.890	0	0	0
0.313	0.899	0	0	0
0.892	0.896	0	0	0
0.670	0.679	0	0	0
0.282	0.907	0	0	0
0.086	0.590	0	0	0
0.762	0.302	0	0	0
0.610	0.217	0	0	0
0.095	0.524	0	0	0
0.782	0.502	0	0	0
0.241	0.427	0	0	0
0.723	0.711	0	0	0
0.581	0.666	0	0	0
0.628	0.457	0	0	0
0.075	0.702	0	0	0
0.754	0.184	0	0	0
0.348	0.408	0	0	0
0.407	0.373	0	0	0
0.536	0.454	0	0	0
0.437	0.957	0	0	0
0.870	0.791	0	0	0
0.851	0.395	0	0	0
0.281	0.881	0	0	0
0.522	0.037	0	0	0
0.718	0.684	0	0	0
0.233	0.426	0	0	0
0.605	0.639	0	0	0
0.502	0.882	0	0	0
0.115	0.987	0	0	0
0.278	0.582	0	0	0
0.694	0.901	0	0	0
0.098	0.678	0	0	0
0.229	0.503	0	0	0
0.314	0.850	0	0	0
0.521	0.169	0	0	0
0.041	0.222	0	0	0
0.065	0.119	0	0	0
0.365	0.322	0	0	0
0.410	0.393	0	0	0
0.863	0.871	0	0	0
0.126	0.256	0	0	0
0.083	0.141	0	0	0
0.747	0.013	0	0	0
0.282	0.353	0	0	0
0.133	0.044	0	0	0
0.163	0.400	0	0	0
0.217	0.812	0	0	0
0.314	0.529	0	0	0
0.834	0.925	0	0	0
0.773	0.118	0	0	0
0.511	0.140	0	0	0
0.749	0.186	0	0	0
0.013	0.225	0	0	0
0.572	0.187	0	0	0
0.320	0.153	0	0	0
0.531	0.603	0	0	0
0.387	0.813	0	0	0
0.859	0.912	0	0	0
0.825	0.168	0	0	0
0.887	0.785	0	0	0
0.338	0.260	0	0	0
0.827	0.810	0	0	0
0.681	0.461	0	0	0
0.932	0.936	0	0	0
0.865	0.501	0	0	0
0.836	0.099	0	0	0
0.630	0.959	0	0	0
0.918	0.729	0	0	0
0.713	0.798	0	0	0
0.927	0.184	0	0	0
0.484	0.701	0	0	0
0.551	0.635	0	0	0
0.526	0.562	0	0	0
0.371	0.215	0	0	0
0.690	0.565	0	0	0
0.128	0.725	0	0	0
0.596	0.752	0	0	0
0.403	0.476	0	0	0
0.810	0.028	0	0	0
0.560	0.245	0	0	0
0.899	0.920	0	0	0
0.955	0.281	0	0	0
0.462	0.430	0	0	0
0.577	0.879	0	0	0
0.204	0.385	0	0	0
0.051	0.271	0	0	0
0.214	0.417	0	0	0
0.232	0.721	0	0	0
0.257	0.010	0	0	0
0.860	0.434	0	0	0
0.578	0.420	0	0	0
0.450	0.125	0	0	0
0.859	0.695	0	0	0
0.579	0.877	0	0	0
0.933	0.336	0	0	0
0.617	0.416	0	0	0
0.069	0.681	0	0	0
0.871	0.625	0	0	0
0.210	0.757	0	0	0
0.354	0.177	0	0	0
0.542	0.611	0	0	0
0.467	0.108	0	0	0
0.040	0.146	0	0	0
0.970	0.354	0	0	0
0.726	0.419	0	0	0
0.050	0.604	0	0	0
0.600	0.170	0	0	0
0.669	0.929	0	0	0
0.270	0.262	0	0	0
0.577	0.609	0	0	0
0.673	0.984	0	0	0
0.878	0.398	0	0	0
0.809	0.477	0	0	0
0.241	0.623	0	0	0
0.934	0.174	0	0	0
0.547	0.272	0	0	0
0.505	0.138	0	0	0
0.631	0.932	0	0	0
0.446	0.560	0	0	0
0.749	0.241	0	0	0
0.708	0.228	0	0	0
0.107	0.599	0	0	0
0.113	0.553	0	0	0
0.543	0.951	0	0	0
0.250	0.835	0	0	0
0.348	0.890	0	0	0
0.891	0.127	0	0	0
0.147	0.827	0	0	0
0.239	0.943	0	0	0
0.646	0.799	0	0	0
0.851	0.780	0	0	0
0.389	0.071	0	0	0
0.615	0.388	0	0	0
0.314	0.139	0	0	0
0.720	0.343	0	0	0
0.256	0.067	0	0	0
0.577	0.406	0	0	0
0.738	0.998	0	0	0
0.686	0.143	0	0	0
0.552	0.433	0	0	0
0.035	0.845	0	0	0
0.798	0.362	0	0	0
0.731	0.622	0	0	0
0.367	0.804	0	0	0
0.480	0.708	0	0	0
0.897	0.852	0	0	0
0.712	0.365	0	0	0
0.688	0.897	0	0	0
0.151	0.539	0	0	0
0.403	0.921	0	0	0
0.199	0.306	0	0	0
0.619	0.871	0	0	0
0.017	0.636	0	0	0
0.817	0.716	0	0	0
0.197	0.018	0	0	0
0.795	0.126	0	0	0
0.732	0.048	0	0	0
0.035	0.730	0	0	0
0.651	0.630	0	0	0
0.538	0.695	0	0	0
0.026	0.056	0	0	0
0.722	0.038	0	0	0
0.564	0.135	0	0	0
0.882	0.626	0	0	0
0.132	0.946	0	0	0
0.214	0.568	0	0	0
0.715	0.040	0	0	0
0.635	0.778	0	0	0
0.583	0.957	0	0	0
0.580	0.861	0	0	0
0.261	0.800	0	0	0
0.205	0.118	0	0	0
0.647	0.452	0	0	0
0.846	0.382	0	0	0
0.195	0.080	0	0	0
0.239	0.791	0	0	0
0.906	0.399	0	0	0
0.836	0.536	0	0	0
0.934	0.302	0	0	0
0.341	0.719	0	0	0
0.107	0.480	0	0	0
0.518	0.987	0	0	0
0.424	0.337	0	0	0
0.468	0.993	0	0	0
0.687	0.011	0	0	0
0.524	0.263	0	0	0
0.650	0.900	0	0	0
0.693	0.512	0	0	0
0.459	0.434	0	0	0
0.689	0.429	0	0	0
0.646	0.830	0	0	0
0.767	0.196	0	0	0
0.258	0.831	0	0	0
0.101	0.072	0	0	0
0.426	0.494	0	0	0
0.938	0.411	0	0	0
0.321	0.806	0	0	0
0.611	0.372	0	0	0
0.529	0.054	0	0	0
0.592	0.889	0	0	0
0.703	0.299	0	0	0
0.334	0.266	0	0	0
0.902	0.686	0	0	0
0.969	0.813	0	0	0
0.174	0.674	0	0	0
0.442	0.302	0	0	0
0.988	0.596	0	0	0
0.788	0.360	0	0	0
0.921	0.779	0	0	0
0.163	0.355	0	0	0
0.394	0.161	0	0	0
0.336	0.048	0	0	0
0.274	0.737	0	0	0
0.766	0.739	0	0	0
0.571	0.943	0	0	0
0.871	0.688	0	0	0
0.300	0.965	0	0	0
0.684	0.209	0	0	0
0.156	0.767	0	0	0
0.933	0.634	0	0	0
0.005	0.531	0	0	0
0.035	0.127	0	0	0
0.407	0.496	0	0	0
0.286	0.779	0	0	0
0.812	0.644	0	0	0
0.473	0.641	0	0	0
0.359	0.629	0	0	0
0.176	0.401	0	0	0
0.307	0.189	0	0	0
0.215	0.243	0	0	0
0.989	0.437	0	0	0
0.465	0.266	0	0	0
0.406	0.714	0	0	0
0.738	0.550	0	0	0
0.145	0.378	0	0	0
0.306	0.954	0	0	0
0.951	0.677	0	0	0
0.155	0.364	0	0	0
0.432	0.479	0	0	0
0.719	0.949	0	0	0
0.422	0.438	0	0	0
0.796	0.630	0	0	0
